ID,LOCATION,ADDRESS,LAT,LONG
P344537,NJMSP - GENERALs STORE,8000 Dividing Creek Rd Millville NJ 08332,39.358991,-75.0616166
P309578,BRT 300 Berwyn Park,801 Cassatt Rd Berwyn PA 19312,40.0633397,-75.4577682
P328520,PETES DELI,801 E Hector St Conshohocken PA 19428,40.0745296,-75.2924504
,Bryn Mawr Banking Office,801 Lancaster Ave. Bryn Mawr PA 19010,40.0214365,-75.3179195
83730735,Mad Macs Restaurant,801 S College Ave Newark DE 19713,39.6554576,-75.7508219
83730484,Frawley Stadium,801 South Madison Street Wilmington DE 19806,39.7357141,-75.5618374
N1080685,Walgreen's - Philadelphia Pike - Bellefonte #11049,802 Philadelphia Pike Wilmington DE 19809,39.7721496,-75.4966865
83730158,Villanova Stop-N-Shop,807 E Lancaster Ave Villanova PA 19085,40.0361179,-75.3484596
83730508,Heritages #10,811 South Black Horse Pike Blackwood NJ 08012,39.7898496,-75.058354
83730754,Empire Wine and Spirits,812 Kohls Ave Middletown DE 19709,39.4413295,-75.7397478
P328393,CHELTENHAM PAWN SHOP,8160 Ogontz Ave Wyncot PA 19095,40.076812,-75.1598052
,Jenkintown Banking Office,"817 Old York Road, Suite 204 Jenkintown PA 19046",40.1054774,-75.1239521
,Cherry Hill West Banking Office ,818 Haddonfield Rd Cherry Hill NJ 08002,39.9273852,-75.0319985
83730457,Westin Hotel,818 Shipyard Dr Wilmington DE 19801,39.730544,-75.563468
83730502,Heritages #4,820 East Broad Street Gibbstown NJ 08027,39.8260318,-75.2550386
83730382,Carvel State Building,820 N French St Wilmington DE 19801,39.7434795,-75.5463206
83730388,Giant - Longwood,830 E Baltimore Pike Kennett Square PA 19348,39.8598153,-75.6831714
P328505,NICKELBYS COUNTRY STORE,8301 Landis Ave Sea Isle City NJ 08243,39.1273411,-74.7105473
83730747,Elements Beauty Supply,836 Kohl Ave Middletown DE 19709,39.4414322,-75.7422258
N1080671,Walgreen's - Market Street #11020,839 North Market Street Wilmington DE 19801,39.7446247,-75.5488223
83730240,Lynch Heights Mobil,840 Bay Rd Milford DE 19963,38.9510909,-75.4253001
83730381,Bear Shell,841 Pulaski Hwy Bear DE 19701,39.6399335,-75.648948
P328578,TOWERS At WYNCOTE BLDG 1,8440 Limekiln Pike Wyncote PA 19095,40.0819051,-75.1615123
P328579,TOWERS At WYNCOTE BLDG 3,8440 Limekiln Pike Wyncote PA 19095,40.0819051,-75.1615123
83730177,Luk Oil Paoli Pike,845 Paoli Pike West Chester PA 19380,39.968482,-75.5882305
P333352,ORTLIEBs LOUNGE,847 N 3rd St Philadelphia PA 19123,39.9645753,-75.1421716
P328369,BLITZS SEA ISLE CITY,8515 Landis Ave Sea Isle City NJ 08243,39.1259431,-74.7115304
P603752,"Redners - Dover, DE",88 Salt Creek Drive Dover DE 19901,39.2082768,-75.5707903
P419147,IRISH HORNE BAR RESTAURANT,882 2nd St Pike Richboro PA 18954,40.2105981,-75.0120317
P327840,BRT 400 Berwyn Park,899 Cassatt Rd Berwyn PA 19312,40.0630789,-75.4591429
,Lansdowne Banking Office,9 East Baltimore Pike Lansdowne PA 19050,39.9384791,-75.2717659
P328428,EMBASSY SUITES PHILA AIRPORT,9000 Bartram Ave Philadelphia PA 19153,39.883829,-75.2495468
,Maple Glen Banking Office ,901 Limekiln Pike Maple Glen PA 19002,40.1817104,-75.1836988
P328370,BLITZS VILLAS,902 Bayshore Rd Villas NJ 08251,39.0309862,-74.9341438
83730608,Little Grocer,902 E Division St Dover DE 19901,39.1649852,-75.5106094
P480304,Paul Mini Market,909 Linden Street Allentown PA 18102,40.6026041,-75.4765312
P328449,HARPOONs on the BAY,91 Beach Dr North Cape May NJ 08204,38.983898,-74.9593724
P328559,SMITTYS CLAM BAR,910 Bay Ave Somers Point NJ 08244,39.3092015,-74.5958919
P328384,CANNSTATTERs 1,9130 Academy Rd Philadelphia PA 19114,40.0553452,-75.0075585
P328385,CANNSTATTERs 2,9130 Academy Rd Philadelphia PA 19114,40.0553452,-75.0075585
N1080694,Walgreen's - Bridgeville Park #13003,9202 Commercial Center Drive Bridgeville DE 19933,38.7237914,-75.5914364
83730762,301 Truck Plaza (Back),921 Middletown Warwick Rd Middletown DE 19709,39.4384082,-75.7524571
83730763,301 Truck Plaza (Front),921 Middletown Warwick Rd Middletown DE 19709,39.4384082,-75.7524571
P622307 ,DOWNINGTOWN COUNTRY CLUB ,93 Country Club Dr Downingtown PA 19335,40.0129055,-75.6814446
P417291,CUPS and CONES,931 Tuckerton Rd Evesham Township NJ 08053,39.8842148,-74.8791752
83730517,Heritages #21,938 Mantua Blvd. and Glassboro Road Sewell NJ 08080,39.7607308,-75.1324417
SR002977,Walmart Supercenter #1741,939 N Dupont Blvd Milford DE 19963,38.9304474,-75.4352011
P328480,LA PLAZA DELI & GROCERY,960 Broadway Fountain Hill PA 18015,40.603589,-75.3908122
P333390,RODEWAY INN,969 Bethlehem Pike Montgomeryville PA 18936,40.2283305,-75.2356
83730486,Holiday House,97 Garfield Parkway Bethany Beach DE 19930,38.5387761,-75.0544981
83730534,Heritages #1,999 Grove Rd West Deptford NJ 08086,39.817792,-75.1937977
,Trolley Square Banking Office,9A Trolley Square Wilmington DE 19806,39.7578925,-75.5616915
83730354,Dewey Beach Liquors,P.O. Box 1175 Dewey Beach DE 19971,38.6928899,-75.0746249
83730409,Liberty Plaza,Possum Park Rd & Kirkwood Hwy Newark DE 19711,39.7057876,-75.7311118
P327836,BRT 660 Germantown,W 660 Germantown Plymouth Meeting PA 19426,40.1023319,-75.2743467
